product_url,product_name,product_description,product_id,product_sku,product_color,product_size,product_image,product_net_price,product_gross_price,product_stock_status,product_barcode
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625713015,2522TR12-000030-M,crudo / off-white,M,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000030_1.jpg?v=1760549234,5599,,true,8445962762566
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625745783,2522TR12-000030-L,crudo / off-white,L,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000030_1.jpg?v=1760549234,5599,,true,8445962762573
https://koroshishop.com/fr-fi/products/pull-femme-en-maille-manches-longues-encolure-ronde-broderie-florale-devant-et-manche-avec-plaque-metallique-koroshi-en-bas,"Pull femme en maille, manches longues, encolure ronde, broderie florale devant et manche, avec plaque métallique Koröshi en bas.","<p data-start=""588"" data-end=""1259"">Pull pour femme réalisé en maille douce avec un mélange de fibres, idéal pour apporter confort et style en toute occasion. Son design se distingue par son encolure ronde et ses manches longues qui en font un basique polyvalent. Le devant et l'une des manches sont ornés de broderies florales, qui ajoutent une touche féminine et élégante au vêtement. En bas, il présente la plaque métallique avec le logo Koröshi en , signe distinctif de la marque. Un pull moderne et chic qui s'associe facilement avec un jean, une jupe ou un pantalon, parfait pour des tenues décontractées en journée ou pour un look plus sophistiqué en soirée.</p>",55965625778551,2522TR12-000030-XL,crudo / off-white,XL,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522TR12_000030_1.jpg?v=1760549234,5599,,true,8445962762580
https://koroshishop.com/fr-fi/products/robe-midi-elastique-fleurie-femme,Robe midi élastique fleurie femme,"<p data-start=""563"" data-end=""1135""> </p>
<p>Robe midi stretch à imprimé floral noir qui s'adapte parfaitement à votre silhouette. Col rond, manches longues et nœud latéral devant qui crée un effet drapé flatteur. Plaque métallique avec logo Koröshi. Polyvalent et sophistiqué pour le jour et la nuit.</p>
<p data-start=""563"" data-end=""1135""> </p>",55965674111351,2522VS02-000003-XS,black,XS,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522VS02_000003_1.jpg?v=1760549595,899,2299,true,8445962736277
https://koroshishop.com/fr-fi/products/robe-midi-elastique-fleurie-femme,Robe midi élastique fleurie femme,"<p data-start=""563"" data-end=""1135""> </p>
<p>Robe midi stretch à imprimé floral noir qui s'adapte parfaitement à votre silhouette. Col rond, manches longues et nœud latéral devant qui crée un effet drapé flatteur. Plaque métallique avec logo Koröshi. Polyvalent et sophistiqué pour le jour et la nuit.</p>
<p data-start=""563"" data-end=""1135""> </p>",55965674340727,2522VS02-000003-S,black,S,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522VS02_000003_1.jpg?v=1760549595,899,2299,true,8445962736284
https://koroshishop.com/fr-fi/products/robe-midi-elastique-fleurie-femme,Robe midi élastique fleurie femme,"<p data-start=""563"" data-end=""1135""> </p>
<p>Robe midi stretch à imprimé floral noir qui s'adapte parfaitement à votre silhouette. Col rond, manches longues et nœud latéral devant qui crée un effet drapé flatteur. Plaque métallique avec logo Koröshi. Polyvalent et sophistiqué pour le jour et la nuit.</p>
<p data-start=""563"" data-end=""1135""> </p>",55965674373495,2522VS02-000003-M,black,M,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522VS02_000003_1.jpg?v=1760549595,899,2299,true,8445962736291
https://koroshishop.com/fr-fi/products/robe-midi-elastique-fleurie-femme,Robe midi élastique fleurie femme,"<p data-start=""563"" data-end=""1135""> </p>
<p>Robe midi stretch à imprimé floral noir qui s'adapte parfaitement à votre silhouette. Col rond, manches longues et nœud latéral devant qui crée un effet drapé flatteur. Plaque métallique avec logo Koröshi. Polyvalent et sophistiqué pour le jour et la nuit.</p>
<p data-start=""563"" data-end=""1135""> </p>",55965674406263,2522VS02-000003-L,black,L,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522VS02_000003_1.jpg?v=1760549595,899,2299,true,8445962736307
https://koroshishop.com/fr-fi/products/robe-midi-elastique-fleurie-femme,Robe midi élastique fleurie femme,"<p data-start=""563"" data-end=""1135""> </p>
<p>Robe midi stretch à imprimé floral noir qui s'adapte parfaitement à votre silhouette. Col rond, manches longues et nœud latéral devant qui crée un effet drapé flatteur. Plaque métallique avec logo Koröshi. Polyvalent et sophistiqué pour le jour et la nuit.</p>
<p data-start=""563"" data-end=""1135""> </p>",55965674439031,2522VS02-000003-XL,black,XL,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522VS02_000003_1.jpg?v=1760549595,899,2299,true,8445962736314
https://koroshishop.com/fr-fi/products/robe-midi-elastique-fleurie-femme,Robe midi élastique fleurie femme,"<p data-start=""563"" data-end=""1135""> </p>
<p>Robe midi stretch à imprimé floral noir qui s'adapte parfaitement à votre silhouette. Col rond, manches longues et nœud latéral devant qui crée un effet drapé flatteur. Plaque métallique avec logo Koröshi. Polyvalent et sophistiqué pour le jour et la nuit.</p>
<p data-start=""563"" data-end=""1135""> </p>",55965674471799,2522VS02-000003-XXL,black,XXL,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522VS02_000003_1.jpg?v=1760549595,899,2299,true,8445962736321
https://koroshishop.com/fr-fi/products/sac-cabas-femme-effet-cuir-fermeture-zippee-poche-interieure-et-trousse-de-toilette-amovible,"Sac cabas femme effet cuir, fermeture zippée, poche intérieure et trousse de toilette amovible.","<p>Ce cabas épaule pour femme offre style et fonctionnalité dans un format XL. Fabriqué en matériau effet cuir, il possède une fermeture zippée sur le dessus, une poche intérieure pour l'organisation et une trousse de toilette intérieure avec sa propre fermeture, idéale pour séparer les objets personnels.<br data-start=""822"" data-end=""825""></p>",55965722313079,2522ZB04-000003-UNI,black,UNI,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522ZB04_000003_1.jpg?v=1760549912,3399,4599,true,8445962763464
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965354688887,2522JA17-000003-XS,black,XS,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000003_1.jpg?v=1760547325,8599,,true,8445962739322
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965354951031,2522JA17-000003-S,black,S,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000003_1.jpg?v=1760547325,8599,,true,8445962739339
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965354983799,2522JA17-000003-M,black,M,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000003_1.jpg?v=1760547325,8599,,true,8445962739346
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965355016567,2522JA17-000003-L,black,L,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000003_1.jpg?v=1760547325,8599,,true,8445962739353
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965355049335,2522JA17-000003-XL,black,XL,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000003_1.jpg?v=1760547325,8599,,true,8445962739360
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965355082103,2522JA17-000003-XXL,black,XXL,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000003_1.jpg?v=1760547325,8599,,true,8445962739377
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965355114871,2522JA17-000017-XS,GRANATE / MAROON,XS,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000017_1.jpg?v=1760547325,8599,,true,8445962739384
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965355147639,2522JA17-000017-S,GRANATE / MAROON,S,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000017_1.jpg?v=1760547325,8599,,true,8445962739391
https://koroshishop.com/fr-fi/products/veste-femme-effet-cuir-a-double-boutonnage-1,Veste femme effet cuir à double boutonnage,"<p data-start=""596"" data-end=""689""> </p>
<p>Vêtement entièrement réalisé en polyester de haute qualité qui simule la texture de la peau. Il se distingue par son col amovible en fibres synthétiques, lui permettant de s'adapter à différents styles et occasions. Le design enveloppant offre un ajustement sûr et une silhouette flatteuse. Le modèle de référence, d'une hauteur de 1,78 m, porte une taille XS, renseignant sur la tenue du vêtement sur différentes carnations.</p>
<p data-start=""596"" data-end=""689""> </p>",55965355180407,2522JA17-000017-M,GRANATE / MAROON,M,https://cdn.shopify.com/s/files/1/0922/7858/7767/files/2522JA17_000017_1.jpg?v=1760547325,8599,,true,8445962739407
